2019-11-30 00:45:00	CNNW	12	CNNW_20191130_000000_Erin_Burnett_OutFront/start/2700	HARRIS AIDE RESIGNS IN SCATHING LE'ITER ABOUT CAMPAIGN\nHARRIS AIDE RESIGNS IN SCATHING LE'ITER ABOUT CAMPAIGN. . Bakari Sellers (D) Former Member, South Carolina House of...
2019-11-30 00:45:00	FOXNEWSW	16	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/2700	> JOHNNY O'MARA | KIEFER POLICE CHIEF. . LOCAL POLICE CHIEF SPEAKS OUT. nN nlqprchrT mp I AW FNFOPFFMFNT\nSTARBUCKS SPOKESPERSON\nLOCAL POLICE CHIEF SPEAKS OUT. ON DISRESPECT FOR LAW ENFORCEMENT. . \\ +1\u201c: gin-uni \"am new}... nknnn..11uw'\\\\
2019-11-30 00:46:00	FOXNEWSW	23	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/2760	> JOHNNY O'MARA | KIEFER POLICE CHIEF. . STARBUCKS WORKER LABELS 'PIG'. (w ('| ID mp pnl l('F nFFIerc\nSTARBUCKS WORKER LABELS 'PIG'. ON CUP FOR POLICE OFFICERS. . m'hagi'nnv\ufb01fnvn aura nnm 'K\nSTARBUCKS WORKER LABELS 'PIG'. ON CUP FOR...
2019-11-30 00:48:00	FOXNEWSW	19	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/2880	> JOHNNY O'MARA | KIEFER POLICE CHIEF. . LOCAL POLICE CHIEF SPEAKS OUT. nN nlqppqurT mp I AW FNFOPFFMFNT\nSTARBUCKS WORKER LABELS 'PIG'. ON CUP FOR POLICE OFFICERS. . m'hn\ufb02i'nmr\ufb01fnvn aura nnm \\
2019-11-30 00:50:00	CNNW	43	CNNW_20191130_000000_Erin_Burnett_OutFront/start/3000	SURPRISING SUPPORT FOR SANDERS DEEP IN TRUMP COUNTRY\nSURPRISING SUPPORT FOR SANDERS DEEP IN TRUMP COUNTRY. . Tanya Turner Co\u2014Host, \u201cThe Trillbilly Workers Party\" Podcast
2019-11-30 00:50:00	FOXNEWSW	7	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/3000	siriusxm.com/Iistensxm
2019-11-30 00:55:00	FOXNEWSW	9	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/3300	WHITE HOUSE FACING NEW DEADLINE AS. IMPEACHMENT HEARING LOOMS ON WEDNESDAY\n> REP LOUIE GOHMERT R-TX | JUDICIARY COMMITTEE. . WHITE HOUSE FACING NEW DEADLINE AS. IMDFAFHMFNT HFAPINC. man (w WFnNFQnAY
2019-11-30 00:56:00	CNNW	4	CNNW_20191130_000000_Erin_Burnett_OutFront/start/3360	|exus.com
2019-11-30 00:56:00	FOXNEWSW	12	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/3360	WHITE HOUSE FACING NEW DEADLINE AS. IMPEAC\ufb02MENT HEARING LOOMS ON WEDNESDAY
2019-11-30 00:57:00	FOXNEWSW	28	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/3420	JUDICIARY COMMITTEE GIVES TRUMP DEADLINE. FOR CALLING WITNESSES, PRESENTING EVIDENCE\nJUDICIARY COMMITTEE GIVES TRUMP DEADLINE. FOR_CALLING WITNESSES, PRESENTING EVIDENCE\nWHITE HOUSE FACING NEW DEADLINE AS. IMPEACHMENT...
2019-11-30 00:58:00	FOXNEWSW	10	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/3480	JUDICIARY COMMITTEE GIVES TRUMP DEADLINE. FOR_CALLING WITNESSES, PRESENTING EVPENCE
2019-11-30 00:59:00	FOXNEWSW	11	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/3540	JUDICIARY COMMITTEE GIVES TRUMP DEADLINE. FOR CALLING WITNESSE,S PRESENTING EVI__DENCE. . I' ,7\u2014
2019-11-30 00:59:00	MSNBCW	29	MSNBCW_20191130_000000_Hardball_With_Chris_Matthews/start/3540	AQLHA DBALLa |. . TTTTTTTTTTTTTTTTT
2019-11-30 01:00:00	FOXNEWSW	10	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/3600	523m \u2014. 1 KAMALA INITIALLY CROWNED \"THE NEXT OBAMA\". . rnnu'nln\nMARK STEYN
2019-11-30 01:02:00	BBCNEWS	47	BBCNEWS_20191130_010000_BBC_News/start/120	BREAKING\nLondon Bridge attack. Anacker named as 28 year old Usman Khan\nLondon Bridge attack. Attacker named as 28 year old Usman Khan
2019-11-30 01:02:00	FOXNEWSW	7	FOXNEWSW_20191130_010000_Tucker_Carlson_Tonight/start/120	mm \u2014. l KAMALA' S CAMPAIGN NOW OFFICIALLY IMPLODING. . .3 Hnnu'nln
2019-11-30 01:02:00	MSNBCW	20	MSNBCW_20191130_010000_All_In_With_Chris_Hayes/start/120	A LL WI'IH\u2014. rum: uAvcc
2019-11-30 01:03:00	FOXNEWSW	23	FOXNEWSW_20191130_010000_Tucker_Carlson_Tonight/start/180	. FORMER FRONTRUNNER LIZ WARREN LOSING SUPPORT. . fnnI'nlI
2019-11-30 01:05:00	BBCNEWS	13	BBCNEWS_20191130_010000_BBC_News/start/300	London Bridge attack. Police identify atkacker as 28 year old Usrnan Khan\nEH. NEWS\nWitness
2019-11-30 01:05:00	FOXNEWSW	12	FOXNEWSW_20191130_010000_Tucker_Carlson_Tonight/start/300	WARREN NOSEDIVES IN VARIOUS NATIONWIDE POLLS
2019-11-30 01:05:00	MSNBCW	9	MSNBCW_20191130_010000_All_In_With_Chris_Hayes/start/300	ALL IN'\ufb02'mm =
2019-11-30 01:06:00	BBCNEWS	25	BBCNEWS_20191130_010000_BBC_News/start/360	London Bridge attack. Police searching property in Staffordshire\nLondon Bridge attack. Police identify attacker as 28 year old Usrnan Khan\nLondon Bridge attack. . Police: Suspect was a farmer...
2019-11-30 01:06:00	FOXNEWSW	45	FOXNEWSW_20191130_010000_Tucker_Carlson_Tonight/start/360	WARREN NOSEDIVES IN VARIOUS NATIONWIDE POLLS\nONE POLL SHOWS WARREN BEHIND MAYOR PETE
2019-11-30 01:06:00	MSNBCW	8	MSNBCW_20191130_010000_All_In_With_Chris_Hayes/start/360	REP. ALEXANDRIA OCASIO\u2014CORTEZ (D) NEW YORK. . ALL WI'IH\u2014. rum: uAvcc
2019-11-30 01:07:00	BBCNEWS	45	BBCNEWS_20191130_010000_BBC_News/start/420	London Bridge attack. Attacker Usman Khan had been sentenced in 2O12\nLondon Bridge attack. Police searching property in Slalfordshire
2019-11-30 01:07:00	FOXNEWSW	21	FOXNEWSW_20191130_010000_Tucker_Carlson_Tonight/start/420	. SUPPORT PLUMMETS FOR ELIZABETH WARREN\n. WARREN NOSEDIVES IN VARIOUS NATIONWIDE POLLS\n> HOWIE CARR | RADIO SHOW HOST. . POLL: HALF OF WARREN'S SUPPORTERS. ARANnnNFn HFI? IN...
